question,act,retrieved_act,section,similarity,answer_text,doc_id
What definitions in the Persons with Disabilities Act are most critical for compliance?,Persons with Disabilities Act,Persons with Disabilities Act,2 – Interpretation,0.67526722,"In this Act— “adjustment order” means an order made by the Council under section 31 of this Act; “assistive devices” includes implements, tools, equipment, taped texts, audio, visual and pictorial recording, Braille equipment and materials, tactile equipment, orthopaedic appliances, software and other devices and machines for persons with disabilities for their socio-cultural, economic, civil, political wellbeing of persons with disabilities; “building” means any structure or erection and any part of any structure or erection of any kind whatsoever whether permanent, temporary or movable, and whether completed or uncompleted; “Cabinet Secretary” means the Cabinet Secretary for the time being responsible for matters relating to persons with disabilities; “communication” includes languages, display of text, Braille, tactile communication, signs, large print, accessible multimedia and writt...",fc366b0695aadcd22f67b2cd4df4883792e6232a6ba622c8182d24aa74e9e287
"What licences, permits, or approvals are required under the Persons with Disabilities Act?",Persons with Disabilities Act,Persons with Disabilities Act,30 – Accessibility,0.734068364,"with disability has a right to personal mobility and the use of assistive devices of his or her choice, including assistance by guide animals, and no person with disability shall be denied access to any public place because of the nature of his or her assistive devices. (5) The relevant government agencies when approving building plans shall ensure that such plans are compliant to the accessibility standards and regulations promulgated. (6) The Council shall work with relevant government agencies and the private sector in the development and promulgation of minimum standards and guidelines for the accessibility of facilities and services open or provided to the public. (7) The standards and guidelines promulgated under subsection (3) shall ensure that they are age and gender appropriate and are applicable to— (a) all buildings and facilities used by the public; (b) permanent, temporary o...",9952f5c210705a38402e995342237d8939905670ec40e8dfc0af2e3684bff469
What is the procedure for applying for approvals under the Persons with Disabilities Act?,Persons with Disabilities Act,Persons with Disabilities Act,"35 – Registration of Persons with Disabilities, organizations and institutions",0.695036769,"(1) In order to facilitate access by persons with disabilities to the services set out under this Part, the Council shall register on a continuous basis— (a) persons with disabilities, to whom it shall issue disability identification cards in such form as it may determine; (b) institutions, entities owned by Persons with Disabilities, associations and organizations, including those controlled and managed by the Government, which promotes the rights of and provide services to persons with Disabilities and issue certificates of registration thereof. (2) Existing organizations of or for persons with disabilities may apply in the prescribed manner to the Council for registration; (3) Organizations for Persons with Disabilities and any integrated organization with at least seventy per cent persons with disabilities may within twelve months of formation, apply to the Council, in the prescribed...",5fc1bb2f570256025465abe83cc1684d00e9c540941c66d6e2163c8921c154c9
What duties or obligations does the Persons with Disabilities Act impose on regulated persons or entities?,Persons with Disabilities Act,Persons with Disabilities Act,2 – Interpretation,0.705137938,"with reasonable accommodations and support; “legal capacity” means the ability to hold rights and duties under the law and to exercise these rights and duties; “media enterprise” means an organization whose business involves the collection, processing and dissemination of news or news articles, or in entertainment and education through the media; “medical practitioner” means a person duly registered under the Medical Practitioners and Dentists Act (Cap 253) as a medical practitioner; “older member of society” has the meaning assigned to it under Article 260 of the Constitution; “organisations for persons with disabilities” means associations, groups, non-governmental organizations or societies formed for the purposes of rendering services to persons with disabilities; “organisations of persons with disabilities” means associations, societies or other membership groups led and controlled ...",7474c86a36df8ebcc64e82e591502ef32dfb7dfa5b6e6a21d7bc690d2362b2c1
What records must be kept to comply with the Persons with Disabilities Act?,Persons with Disabilities Act,Persons with Disabilities Act,"35 – Registration of Persons with Disabilities, organizations and institutions",0.665950477,"(1) In order to facilitate access by persons with disabilities to the services set out under this Part, the Council shall register on a continuous basis— (a) persons with disabilities, to whom it shall issue disability identification cards in such form as it may determine; (b) institutions, entities owned by Persons with Disabilities, associations and organizations, including those controlled and managed by the Government, which promotes the rights of and provide services to persons with Disabilities and issue certificates of registration thereof. (2) Existing organizations of or for persons with disabilities may apply in the prescribed manner to the Council for registration; (3) Organizations for Persons with Disabilities and any integrated organization with at least seventy per cent persons with disabilities may within twelve months of formation, apply to the Council, in the prescribed...",5fc1bb2f570256025465abe83cc1684d00e9c540941c66d6e2163c8921c154c9
"What fees, charges, or levies may be imposed under the Persons with Disabilities Act?",Persons with Disabilities Act,Persons with Disabilities Act,56 – Exemptions,0.699445188,"institutions and organizations of or for persons with disabilities shall be exempt from import duties and value added tax to the extent provided under the tax laws. (6) The purchase, importation, transfer or gift of health materials or equipment relating to persons with disability shall be exempted from import duty and value added tax to the extent provided under the tax laws. (7) The Cabinet Secretary for the time being responsible for matters relating to finance shall in consultation with the Council make regulations to give effect to this section.",a2e884f008fcc0a2ad75a8c28d2f56b27409b10a9d8851a9d83ec844a435f52d
What are the offences and penalties provided for under the Persons with Disabilities Act?,Persons with Disabilities Act,Persons with Disabilities Act,"63 – Prohibition of abuse, exploitation or violence",0.775584877,"(1) Any person who treats persons with disabilities or does any of the acts specified in subsection (2) by reason of such persons’ disability is commits an offence and shall, on conviction, be liable to a fine not exceeding two million shillings or to imprisonment for a term not exceeding two years. (2) The acts referred to in subsection (1) include— (a) physical violence occasioning actual bodily harm or any form of physical or psychological torture; (b) wrongful confinement or detention whether in residential premises or in an institution resulting in denying of a person with disability the opportunities and services available under this Act or any other law; (c) harmful cultural practices and exploitation; or (d) any other form of cruel, inhuman and degrading treatment.",bc6ba085199db6b58bc2012462d7c70f881c93293ece5ce17f22df74a3b93e63
How are inspections and enforcement actions carried out under the Persons with Disabilities Act?,Persons with Disabilities Act,Persons with Disabilities Act,80 – Disability Mainstreaming Units and Inspectors,0.673586249,"(1) All government ministries, departments, Agencies and county public offices shall establish a Disability Mainstreaming Unit for the purpose of— (a) mainstreaming disability issues; (b) carrying out regular inspections to ensure implementation and compliance with the provisions of this Act; and (c) liaising with the Council on disability matters. (2) Each respective Ministry shall appoint an officer to head the Disability Mainstreaming Unit established under subsection (1). (3) The officer appointed under subsection (2) shall submit annual reports to the Council outlining progress and compliance with this Act and any challenges faced. (4) The Council shall appoint an inspector who shall be empowered to investigate and recommend prosecution or other remedy against infringement of this Act. (5) The inspector appointed under subsection (4) shall report to the Council or the relevant commi...",fef224557533cd5defdf9b20fae157e844cc7802a0054e4daaa3ba3438a764f8
"What powers of entry, search, and seizure exist under the Persons with Disabilities Act?",Persons with Disabilities Act,Persons with Disabilities Act,2 – Interpretation,0.663849294,"with reasonable accommodations and support; “legal capacity” means the ability to hold rights and duties under the law and to exercise these rights and duties; “media enterprise” means an organization whose business involves the collection, processing and dissemination of news or news articles, or in entertainment and education through the media; “medical practitioner” means a person duly registered under the Medical Practitioners and Dentists Act (Cap 253) as a medical practitioner; “older member of society” has the meaning assigned to it under Article 260 of the Constitution; “organisations for persons with disabilities” means associations, groups, non-governmental organizations or societies formed for the purposes of rendering services to persons with disabilities; “organisations of persons with disabilities” means associations, societies or other membership groups led and controlled ...",7474c86a36df8ebcc64e82e591502ef32dfb7dfa5b6e6a21d7bc690d2362b2c1
What are the appeal or review mechanisms available under the Persons with Disabilities Act?,Persons with Disabilities Act,Persons with Disabilities Act,28 – Access to Justice,0.676017225,"(1) Every person with disability has a right to effective access to justice on an equal basis with others, including through the provision of procedural and age-appropriate accommodations, in order to facilitate their effective role as direct and indirect participants, including as witnesses, in all legal proceedings, at investigative and other preliminary stages. (2) The Attorney-General, in consultation with the Council and the Law Society of Kenya, shall make regulations providing for free legal services for persons with disabilities with respect to the following— (a) matters affecting the violation of the rights of persons with disabilities or the deprivation of their property; (b) cases involving capital punishment of persons with disabilities; and (c) such matters and cases as maybe prescribed in the regulations made by the Attorney General. (3) The Chief Justice shall make rules p...",57faad11f4b8a1da61af54a905ac44b8e51e2cc010bd07e58b6afc207981f2cc
What is the purpose and scope of the Small Claims Court Act?,Small Claims Court Act,Small Claims Court Act,Preamble – Preamble,0.758750245,﻿SMALL CLAIMS COURT ACT CAP. 10A An Act of Parliament to establish Small Claims Court; to provide for the jurisdiction and procedures of the Court and for connected purposes,50e9ed8534e8a219670e1e6be518d70c5867efa7046b91892b7a8b76e1aba4e3
Which authority is responsible for administering and enforcing the Small Claims Court Act?,Small Claims Court Act,Small Claims Court Act,Preamble – Preamble,0.683088571,﻿SMALL CLAIMS COURT ACT CAP. 10A An Act of Parliament to establish Small Claims Court; to provide for the jurisdiction and procedures of the Court and for connected purposes,50e9ed8534e8a219670e1e6be518d70c5867efa7046b91892b7a8b76e1aba4e3
What definitions in the Small Claims Court Act are most critical for compliance?,Small Claims Court Act,Small Claims Court Act,Preamble – Preamble,0.687485367,﻿SMALL CLAIMS COURT ACT CAP. 10A An Act of Parliament to establish Small Claims Court; to provide for the jurisdiction and procedures of the Court and for connected purposes,50e9ed8534e8a219670e1e6be518d70c5867efa7046b91892b7a8b76e1aba4e3
"What licences, permits, or approvals are required under the Small Claims Court Act?",Small Claims Court Act,Small Claims Court Act,Preamble – Preamble,0.6477018,﻿SMALL CLAIMS COURT ACT CAP. 10A An Act of Parliament to establish Small Claims Court; to provide for the jurisdiction and procedures of the Court and for connected purposes,50e9ed8534e8a219670e1e6be518d70c5867efa7046b91892b7a8b76e1aba4e3
What is the procedure for applying for approvals under the Small Claims Court Act?,Small Claims Court Act,Small Claims Court Act,51 – Code of conduct for Adjudicators,0.658917814,"The Chief Justice shall within six months of the commencement of this Act, prescribe the code of conduct applicable to an Adjudicator. Small Claims Court Act (Cap. 10A) Kenya 1 Small Claims Court Act (Cap. 10A) Kenya 1",221a7e7c777d8595d7dfa04f7a94604bf6a26f2216fb229f4ea0befd26441a15
What duties or obligations does the Small Claims Court Act impose on regulated persons or entities?,Small Claims Court Act,Small Claims Court Act,1 – Short title,0.672521234,This Act may be cited as the Small Claims Court Act.,8689ec548b6995022b329a76c64fbc5df4b3b0eb1a88db40281ca4c398982854
What records must be kept to comply with the Small Claims Court Act?,Small Claims Court Act,Small Claims Court Act,13 – Exclusion of jurisdiction,0.650541604,"(1) If a claim has been lodged with the Court, no proceedings relating to the same course of action shall be brought before any other Court except where the— (a) proceedings before that other Court were commenced before the claim was lodged with the Small Claims Court; or (b) claim before the other Court has been withdrawn. (2) A claim shall not be brought before the Court if proceedings relating to that claim are pending in or have been heard and determined by any other Court. (3) Subject to section 12(3), a higher court may transfer a claim to a Small Claims Court. (4) For the purposes of this section, a claim is deemed to have been lodged with the Court in any case where section 23 has been complied with. (5) A claim shall not be brought before the Court if the cause of action is founded upon defamation, libel, slander, malicious prosecution or is upon a dispute over a title to or pos...",e5a9cb86db7a382a9ca207c1664ef95c9e608337bb324a2075a517ffb890453d
"What fees, charges, or levies may be imposed under the Small Claims Court Act?",Small Claims Court Act,Small Claims Court Act,Preamble – Preamble,0.67949456,﻿SMALL CLAIMS COURT ACT CAP. 10A An Act of Parliament to establish Small Claims Court; to provide for the jurisdiction and procedures of the Court and for connected purposes,50e9ed8534e8a219670e1e6be518d70c5867efa7046b91892b7a8b76e1aba4e3
What are the offences and penalties provided for under the Small Claims Court Act?,Small Claims Court Act,Small Claims Court Act,Preamble – Preamble,0.702873439,﻿SMALL CLAIMS COURT ACT CAP. 10A An Act of Parliament to establish Small Claims Court; to provide for the jurisdiction and procedures of the Court and for connected purposes,50e9ed8534e8a219670e1e6be518d70c5867efa7046b91892b7a8b76e1aba4e3
How are inspections and enforcement actions carried out under the Small Claims Court Act?,Small Claims Court Act,Small Claims Court Act,1 – Short title,0.663530588,This Act may be cited as the Small Claims Court Act.,8689ec548b6995022b329a76c64fbc5df4b3b0eb1a88db40281ca4c398982854
"What powers of entry, search, and seizure exist under the Small Claims Court Act?",Small Claims Court Act,Small Claims Court Act,Preamble – Preamble,0.652969509,﻿SMALL CLAIMS COURT ACT CAP. 10A An Act of Parliament to establish Small Claims Court; to provide for the jurisdiction and procedures of the Court and for connected purposes,50e9ed8534e8a219670e1e6be518d70c5867efa7046b91892b7a8b76e1aba4e3
What are the appeal or review mechanisms available under the Small Claims Court Act?,Small Claims Court Act,Small Claims Court Act,41 – Review of orders or awards of the Court,0.654595524,"(1) An Adjudicator may, on application by any aggrieved party or on his or her own motion, review any order of the Court on the ground that— (a) the order was made ex-parte without notice to the applicant; (b) the claim or order was outside the jurisdiction of the Court; (c) the order was obtained fraudulently; (d) there was an error of law on the face of the record; or (e) new facts previously not before the Court have been discovered by either of the parties. (2) The application referred to under subsection (1) shall be made within thirty days of the order or award sought to be reviewed or such other period as the court may allow.",bdf06c1b78125ca2f80b21aa8e1f3da9c45d4d9a20cde017f5ebe5da7f7db210
What is the purpose and scope of the Tax Procedures Act?,Tax Procedures Act,Tax Procedures Act,2 – Object and purpose of the Act,0.75946483,"(1) The object and purpose of this Act is to provide uniform procedures for— (a) consistency and efficiency in the administration of tax laws; (b) facilitation of tax compliance by taxpayers; and (c) effective and efficient collection of tax. (2) Unless a tax law specifies a procedure that is unique to the administration of a tax thereunder, the procedures provided for under this Act shall apply. (3) This Act shall be interpreted to promote the object of the Act.",58d0e632427f0ef9ea3e6c410bcdc2b402ec73cfb9a78950c11b4984bf439f76
Which authority is responsible for administering and enforcing the Tax Procedures Act?,Tax Procedures Act,Tax Procedures Act,4 – Functions and powers of the Commissioner,0.694538891,"(1) The Commissioner shall be responsible for— (a) the control and collection of taxes; (b) accounting for collected taxes; and (c) subject to the direction and control of the Cabinet Secretary, for the general administration of tax laws. (2) The Commissioner shall appoint such authorised officers as may be necessary for the administration of a tax law. (3) An authorised officer shall enforce, and ensure due compliance with, the provisions of the tax law, and shall make all due inquiries in relation thereto. (4) An authorised officer shall produce on demand such documents approved by the Commissioner establishing the officer’s identity.",9bbe25984dd1b112a6569ccdab127972ae0843553a5651f07dbcb95b84f36fb2
What definitions in the Tax Procedures Act are most critical for compliance?,Tax Procedures Act,Tax Procedures Act,2 – Object and purpose of the Act,0.702671677,"(1) The object and purpose of this Act is to provide uniform procedures for— (a) consistency and efficiency in the administration of tax laws; (b) facilitation of tax compliance by taxpayers; and (c) effective and efficient collection of tax. (2) Unless a tax law specifies a procedure that is unique to the administration of a tax thereunder, the procedures provided for under this Act shall apply. (3) This Act shall be interpreted to promote the object of the Act.",58d0e632427f0ef9ea3e6c410bcdc2b402ec73cfb9a78950c11b4984bf439f76
"What licences, permits, or approvals are required under the Tax Procedures Act?",Tax Procedures Act,Tax Procedures Act,19 – Application for tax agent licence,0.718037993,"(1) An individual or a partnership may apply to the Commissioner for a licence as a tax agent. (2) An application under subsection (1) shall be in the prescribed form and accompanied by the prescribed fee. (3) An applicant shall, in addition to the requirements set out in subsections (1) and (2), be required to be recommended for registration by the Tax Agents Committee. (Act No. 38 of 2016, s. 35.)",169614a4c9e46ec5348b8fffb1fdc5af68cf0a091dfa68921e919ccc576b642a
What is the procedure for applying for approvals under the Tax Procedures Act?,Tax Procedures Act,Tax Procedures Act,19 – Application for tax agent licence,0.712445885,"(1) An individual or a partnership may apply to the Commissioner for a licence as a tax agent. (2) An application under subsection (1) shall be in the prescribed form and accompanied by the prescribed fee. (3) An applicant shall, in addition to the requirements set out in subsections (1) and (2), be required to be recommended for registration by the Tax Agents Committee. (Act No. 38 of 2016, s. 35.)",169614a4c9e46ec5348b8fffb1fdc5af68cf0a091dfa68921e919ccc576b642a
What duties or obligations does the Tax Procedures Act impose on regulated persons or entities?,Tax Procedures Act,Tax Procedures Act,2 – Object and purpose of the Act,0.692628264,"(1) The object and purpose of this Act is to provide uniform procedures for— (a) consistency and efficiency in the administration of tax laws; (b) facilitation of tax compliance by taxpayers; and (c) effective and efficient collection of tax. (2) Unless a tax law specifies a procedure that is unique to the administration of a tax thereunder, the procedures provided for under this Act shall apply. (3) This Act shall be interpreted to promote the object of the Act.",58d0e632427f0ef9ea3e6c410bcdc2b402ec73cfb9a78950c11b4984bf439f76
What records must be kept to comply with the Tax Procedures Act?,Tax Procedures Act,Tax Procedures Act,59 – Production of records,0.688040525,"(1) For the purposes of obtaining full information in respect of the tax liability of any person or class of persons, or for any other purposes relating to a tax law, the Commissioner or an authorised officer may require any person, by notice in writing, to— (a) produce for examination, at such time and place as may be specified in the notice, any documents (including in electronic format) that are in the person's custody or under the person's control relating to the tax liability of any person; (b) furnish information relating to the tax liability of any person in the manner and by the time as specified in the notice; or (c) attend, at the time and place specified in the notice, for the purpose of giving evidence in respect of any matter or transaction appearing to be relevant to the tax liability of any person. (2) If the person required to produce documents under subsection (1)(a) is ...",a02583b1a7c74f01bbc15c92e5c30d10e175d5c48e00c30ec848b056462531b5
"What fees, charges, or levies may be imposed under the Tax Procedures Act?",Tax Procedures Act,Tax Procedures Act,Preamble – Preamble,0.675618351,"﻿TAX PROCEDURES ACT CAP. 469B An Act of Parliament to harmonise and consolidate the procedural rules for the administration of tax laws in Kenya, and for connected purposes",e4b80ddbe279f6dd53963bf9bf72bec87f137445989c6f32c2fb899cca5d8ff9
What are the offences and penalties provided for under the Tax Procedures Act?,Tax Procedures Act,Tax Procedures Act,93 – Failure to maintain documents,0.723215401,"(1) A person commits an offence if the person fails to keep, retain or maintain a document that may be required to be kept, retained or maintained in accordance with a tax law without reasonable excuse during a reporting period. (2) A person commits an offence if the person deliberately prepares or maintains or authorises another person to prepare or maintain false documents in relation to a tax law. (3) A person commits an offence if the person falsifies or authorises another person to falsify any in relation to a tax law.",f3c85fee52f5d4279897f5decdb1817328f646ced2664999dca20187e5084f5d
How are inspections and enforcement actions carried out under the Tax Procedures Act?,Tax Procedures Act,Tax Procedures Act,"58 – Power to inspect goods, records, etc.",0.676752329,"(1) Notwithstanding anything to the contrary in any written law, an authorised officer may inquire into the affairs of a person under any tax law, and shall at all times have full and free access to all lands, buildings, places to inspect all goods, equipment, devices and records, whether in the custody or control of a public officer, or of a body corporate or of any other person, and may make extracts from or copies of those records. (2) An officer acting under subsection (1) may require the owner or employee, or a representative of the owner of the business, to give him all assistance and to answer all questions relating to the inquiry.",f8ca19b3fe5d3ce5730aa8609d9daad540b49d84bb0840ddaf7e5e669aa40e86
"What powers of entry, search, and seizure exist under the Tax Procedures Act?",Tax Procedures Act,Tax Procedures Act,7 – Authorised officers to have powers of police officers,0.731653452,"(1) For the purposes of administering a tax law, an authorised officer shall, in the performance of that officer’s duties, have all the powers, rights, privileges and protection of a police officer. (2) Without prejudice to the generality of subsection (1), the authorised officer shall have the power to enter and search any premises or vessels and seize, collect and detain evidence and produce such evidence in any proceedings before a court of law or tax appeals tribunal. (Act No. 15 of 2017, s. 21.)",f2bf45c0bb62db71332fdc5e5b9b619b77c77f68cd9fbf70b797395695ebccc0
What are the appeal or review mechanisms available under the Tax Procedures Act?,Tax Procedures Act,Tax Procedures Act,52 – Appeal of appealable decision to the Tribunal,0.682729632,(1) A person who is dissatisfied with an appealable decision may appeal the decision to the Tribunal in accordance with the provisions of the Tax Appeals Tribunal Act (Cap. 469A). (2) A notice of appeal to the Tribunal relating to an assessment shall be valid if the taxpayer has paid the tax not in dispute or entered into an arrangement with the Commissioner to pay the tax not in dispute under the assessment at the time of lodging the notice.,7b902e5aea1d212e1787ed34c82a5630e550cf6bd4133a6fae084b73cc9a953c
What is the purpose and scope of the Value Added Tax Act?,Value Added Tax Act,Value Added Tax Act,Preamble – Preamble,0.738895178,"﻿VALUE ADDED TAX ACT CAP. 476 An Act of Parliament to review and update the law relating to value added tax; to provide for the imposition of value added tax on supplies made in, or imported into Kenya, and for connected purposes",0a31ae756caa519925f90b7a240799f17f0a6cf12d84dc7e297944f9ad1a1c05
Which authority is responsible for administering and enforcing the Value Added Tax Act?,Value Added Tax Act,Value Added Tax Act,Preamble – Preamble,0.672850668,"﻿VALUE ADDED TAX ACT CAP. 476 An Act of Parliament to review and update the law relating to value added tax; to provide for the imposition of value added tax on supplies made in, or imported into Kenya, and for connected purposes",0a31ae756caa519925f90b7a240799f17f0a6cf12d84dc7e297944f9ad1a1c05
What definitions in the Value Added Tax Act are most critical for compliance?,Value Added Tax Act,Value Added Tax Act,Preamble – Preamble,0.698445499,"﻿VALUE ADDED TAX ACT CAP. 476 An Act of Parliament to review and update the law relating to value added tax; to provide for the imposition of value added tax on supplies made in, or imported into Kenya, and for connected purposes",0a31ae756caa519925f90b7a240799f17f0a6cf12d84dc7e297944f9ad1a1c05
"What licences, permits, or approvals are required under the Value Added Tax Act?",Value Added Tax Act,Value Added Tax Act,Preamble – Preamble,0.63544184,"﻿VALUE ADDED TAX ACT CAP. 476 An Act of Parliament to review and update the law relating to value added tax; to provide for the imposition of value added tax on supplies made in, or imported into Kenya, and for connected purposes",0a31ae756caa519925f90b7a240799f17f0a6cf12d84dc7e297944f9ad1a1c05
What is the procedure for applying for approvals under the Value Added Tax Act?,Value Added Tax Act,Value Added Tax Act,31 – Refund of tax on bad debts,0.676886976,"(1) Where a registered person has made a supply and has accounted for and paid tax on that supply but has not received any payment from the person liable to pay the tax on that supply and that person− (a) has not received any payment from the person liable to pay the tax, he may, after a period of two years from the date of the supply; or (b) the person to whom the supply was made has been placed under statutory management through the appointment of an administrator, receiver, or liquidator, he may apply to the Commissioner for refund of the tax involved: Provided that− (a) no application for a refund shall be made under this section after the expiry of ten years from the date of supply; (b) the refund shall be made in compliance with section 47(5) of the Tax Procedures Act; (c) the amounts may be credited to the taxpayer’s record for use against future value added tax liabilities; (ca) ...",ea237e100b7f04ad1c09e34bbd4b50ba3dcfa6bf6ea8df93674bdda052bd0d27
What duties or obligations does the Value Added Tax Act impose on regulated persons or entities?,Value Added Tax Act,Value Added Tax Act,2 – Interpretation,0.663902819,"by way of payment using a debit or credit card or electronic payment system; ""non-resident person"" deleted by Act No. 38 of 2016, s. 26(c); ""official aid funded project"" means a project funded by means of a grant or concessional loan in accordance with an agreement between the Government and any foreign government, agency, institution, foundation, organization or any other aid agency; ""output tax"" means tax which is due on taxable supplies; ""person"" means an individual, company, partnership, association of persons, trust, estate, the Government, a foreign government, or a political subdivision of the Government or foreign government; ""registered person"" means any person registered under section 34, but does not include an export processing zone enterprise or a special economic zone; ""regulations"" means any subsidiary legislation made under this Act; ""services"" means anything that is not ...",0e31651c8c91952641f817584bbd41dea683c435e69931b3148a2d1cde2ae4b9
What records must be kept to comply with the Value Added Tax Act?,Value Added Tax Act,Value Added Tax Act,"68 – Repeal of Cap. 476, transitional and savings provisions",0.679317713,"(1) The Value Added Tax Act, 1989 is repealed. (2) Notwithstanding the repeal of the Value Added Tax Act, the provisions of that Act shall remain in full force and effect for the purposes of the assessment and collection of any tax and the recovery of any penalty, payable under the Act and outstanding at the date upon which such repeal becomes effective. (2A) Notwithstanding the repeal of paragraph 102 of the First Schedule, the exemption of goods imported or purchased locally for direct and exclusive use in the implementation of projects under a special operating framework arrangement with the Government, shall continue for existing projects for the remaining period of the agreement. (3) Any subsidiary legislation made under the repealed Act in force at the commencement of this Act shall remain in force, so far as it is not inconsistent with this Act, until subsidiary legislation with r...",2dbf91de6557f4b5204ed2ff3d1dc52503632f79b02069853b21b1403a56bd0e
"What fees, charges, or levies may be imposed under the Value Added Tax Act?",Value Added Tax Act,Value Added Tax Act,5 – Charge to tax,0.694319695,"(1) A tax, to be known as value added tax, shall be charged in accordance with the provisions of this Act on— (a) a taxable supply made by a registered person in Kenya; (b) the importation of taxable goods; and (c) a supply of imported taxable services. (2) The rate of tax shall be— (a) in the case of a zero-rated supply, zero per cent; or (aa) deleted by Act No. 4 of 2023, s. 30(a); (ab) deleted by Act No. 4 of 2023, s. 30(b); (b) in any other case, sixteen per cent of the taxable value of the taxable supply, the value of imported taxable goods or the value of a supply of imported taxable services. (3) Tax on a taxable supply shall be a liability of the registered person making the supply and, subject to the provisions of this Act relating to accounting and payment, shall become due at the time of the supply. (4) The amount of tax payable on a taxable supply, if any, shall be recoverabl...",f5b0b61349d5416df66723b2eafae10cffd63faac5222c23712ab08275735148
What are the offences and penalties provided for under the Value Added Tax Act?,Value Added Tax Act,Value Added Tax Act,"68 – Repeal of Cap. 476, transitional and savings provisions",0.695253372,"(1) The Value Added Tax Act, 1989 is repealed. (2) Notwithstanding the repeal of the Value Added Tax Act, the provisions of that Act shall remain in full force and effect for the purposes of the assessment and collection of any tax and the recovery of any penalty, payable under the Act and outstanding at the date upon which such repeal becomes effective. (2A) Notwithstanding the repeal of paragraph 102 of the First Schedule, the exemption of goods imported or purchased locally for direct and exclusive use in the implementation of projects under a special operating framework arrangement with the Government, shall continue for existing projects for the remaining period of the agreement. (3) Any subsidiary legislation made under the repealed Act in force at the commencement of this Act shall remain in force, so far as it is not inconsistent with this Act, until subsidiary legislation with r...",2dbf91de6557f4b5204ed2ff3d1dc52503632f79b02069853b21b1403a56bd0e
How are inspections and enforcement actions carried out under the Value Added Tax Act?,Value Added Tax Act,Value Added Tax Act,"68 – Repeal of Cap. 476, transitional and savings provisions",0.672118694,"(1) The Value Added Tax Act, 1989 is repealed. (2) Notwithstanding the repeal of the Value Added Tax Act, the provisions of that Act shall remain in full force and effect for the purposes of the assessment and collection of any tax and the recovery of any penalty, payable under the Act and outstanding at the date upon which such repeal becomes effective. (2A) Notwithstanding the repeal of paragraph 102 of the First Schedule, the exemption of goods imported or purchased locally for direct and exclusive use in the implementation of projects under a special operating framework arrangement with the Government, shall continue for existing projects for the remaining period of the agreement. (3) Any subsidiary legislation made under the repealed Act in force at the commencement of this Act shall remain in force, so far as it is not inconsistent with this Act, until subsidiary legislation with r...",2dbf91de6557f4b5204ed2ff3d1dc52503632f79b02069853b21b1403a56bd0e
"What powers of entry, search, and seizure exist under the Value Added Tax Act?",Value Added Tax Act,Value Added Tax Act,5 – Charge to tax,0.64027229,"(1) A tax, to be known as value added tax, shall be charged in accordance with the provisions of this Act on— (a) a taxable supply made by a registered person in Kenya; (b) the importation of taxable goods; and (c) a supply of imported taxable services. (2) The rate of tax shall be— (a) in the case of a zero-rated supply, zero per cent; or (aa) deleted by Act No. 4 of 2023, s. 30(a); (ab) deleted by Act No. 4 of 2023, s. 30(b); (b) in any other case, sixteen per cent of the taxable value of the taxable supply, the value of imported taxable goods or the value of a supply of imported taxable services. (3) Tax on a taxable supply shall be a liability of the registered person making the supply and, subject to the provisions of this Act relating to accounting and payment, shall become due at the time of the supply. (4) The amount of tax payable on a taxable supply, if any, shall be recoverabl...",f5b0b61349d5416df66723b2eafae10cffd63faac5222c23712ab08275735148
What are the appeal or review mechanisms available under the Value Added Tax Act?,Value Added Tax Act,Value Added Tax Act,Preamble – Preamble,0.642454624,"﻿VALUE ADDED TAX ACT CAP. 476 An Act of Parliament to review and update the law relating to value added tax; to provide for the imposition of value added tax on supplies made in, or imported into Kenya, and for connected purposes",0a31ae756caa519925f90b7a240799f17f0a6cf12d84dc7e297944f9ad1a1c05
What is the purpose and scope of the Work Injury Benefits Act?,Work Injury Benefits Act,Work Injury Benefits Act,Preamble – Preamble,0.747635782,﻿WORK INJURY BENEFITS ACT CAP. 236 An Act of Parliament to provide for compensation to employees for work related injuries and diseases contracted in the course of their employment and for connected purposes,251a7cdb272a3663018157fe285f8d3cb5f9a2f74d45f818f96e6167ec5071ee
Which authority is responsible for administering and enforcing the Work Injury Benefits Act?,Work Injury Benefits Act,Work Injury Benefits Act,53 – Director,0.739793599,"(1) There shall be a Director of Work Injury Benefits who shall be responsible for the management of this Act. (2) The Director of Work Injury Benefits shall perform the following functions— (a) register employers; (b) supervise the implementation of this Act; (c) ensure that all employers insure their employees; (d) receive reports of accidents and carry out investigations into such accidents; and (e) ensure that employees who are injured are compensated in accordance with the provisions of this Act. (3) The Director of Work Injury Benefits shall be assisted in the performance of the functions, specified in subsection (1) by such other officers as are necessary, for the proper administration of the Act.",c5eba290f792c9b34b0fed4ce7087110729508ebc35d865db6b5a49c196af2f0
What definitions in the Work Injury Benefits Act are most critical for compliance?,Work Injury Benefits Act,Work Injury Benefits Act,Preamble – Preamble,0.68293035,﻿WORK INJURY BENEFITS ACT CAP. 236 An Act of Parliament to provide for compensation to employees for work related injuries and diseases contracted in the course of their employment and for connected purposes,251a7cdb272a3663018157fe285f8d3cb5f9a2f74d45f818f96e6167ec5071ee
